Address,Committed Algo Amount,Committed Algo
ZVLHM6MOSSKCRJIQUL45U5ZVHL2QIEZ2DEGZZEVIUIYIQZRU34DQBZ7CFM,2881279119,2881.28
E3VA7ZPVW3GKHD7MXVF6JATEUHXFYDIEEMHNM7Z35EH2PW3X73WLAQFYQA,2881085897,2881.09
XQXP7PJRWIERPOEQVZO2HUIVTI2VWNIF2AWDT4KQJHWBRS3HQHKSHNM4T4,2880941687,2880.94
PQG54U44ERUVMR7XMAICZBTTXGWZ6BJ6K2TFD3AHY7LUJ73QCIY5PEOCZQ,2880000000,2880
ARPDBJTIJ2QT2MLE36NHCDCDTVU3ZCF3XJQP6AFDY4N5YY6IK373G7TNYY,2879838819,2879.84
SF7ECO7RZLVUYYIKLBFK65ESFH5742VB56SKVTWHX4RDFCHBMKVSNSS2ZI,2879580856,2879.58
RBZ2KJORQOQPZEVU4OWRMKEJOLM7LWXXWJCL2Y6DNQ3VAX2V74J5IZOHD4,2878437664,2878.44
P3IDK3SFLOQNZBNQALRW5ZRGDFVOIJUYNHAUIPW3XRRARIG2THHN5L3XTU,2876146763,2876.15
2JLY3LYUP4KTEQMV72X4WOQF6KWQHN6YDU57Y22QFK3MXEQ6B67ALNXK7Y,2875870278,2875.87
LZRUBPC7VE7OVLIU2VVQRGS66I5EVERKX6R7SZFOPFN6JQ5W7VC6VBP7EI,2875522226,2875.52
TH65DQVJMIRIDGMAQGPEXQ2K7WVHHLE43XUD2LGNQYWNGTUGG7OMZE5ZLQ,2875000000,2875
NDDKCVSXX6HW3U45PDPU5TJAMVKH746GXFP7EGKOM3OCW7QBBYY4QTEMZ4,2873535126,2873.54
WWC4LH52EFU73O2JINJOENESDY3QHGACYKNAATX4JUCWC6MX325ACDEUDY,2872000000,2872
VCZDMOKZZW52IAGSBSS4WYPU4U4DEI4QDEHGYPW3NSVHIYQ7JHFUFHJDGM,2871681636,2871.68
BYFPDMTYTWYDWKQRXTMVJNLO5BYTJXQLGSAHS4S4W4GOCWB4HB77BHZRQI,2871439452,2871.44
GL4SF54JYFYHY2UHVBPTRPOS2K6HGKC6ZOQA73FMQBK3GVGKJ2MVQHKFD4,2870417324,2870.42
TTFUKFMBOHE54NY7HVLHNGT3N2DVQ53OSFAGXW3XF4Q3RYHEHBH5JROLTA,2870000000,2870
ZETJQ72L6MRXKZ3VADSV7MXADOE5WIXIZII32QUKRTFOWLORZ3YLK65P24,2870000000,2870
H5CMCPIZCVKDOAGXUWEFTO3LWVVS6X6KHAKC4WXPSSNALXDW3KQWR667T4,2869729293,2869.73
CMIM4OPDFNF77RUB2AD4MNVFSNRY3A5BSNUYOJY5QBANYCSA5LP3JMCGHU,2869690000,2869.69
JUJ2NMJDU5WBWEWWYV455VELCBNK7YNVJHUO7CYEH7I2FFCVFD4SIFRRHI,2868208197,2868.21
HCCPU3EBST3AJKVN4QGLJNJZGNQKIH5Z6YGK2EHYRCCSKZRNVJZEUUFEQA,2867876441,2867.88
2L5ZI5PAZDOZPZALLS7Q3X3BWFDWKVVPFNIFCIQFWXH4JRT6NAHVBRWQ5I,2866407210,2866.41
46GFECQVJJFTSTHJIROO2QMHHMV3JSS2P6IWZNNGKHZUSJCO336UNZMNSY,2866306933,2866.31
WYD5U3WZYUCXNSGZXVWABVKZCQKHZBF7UW5UDZVN2BOM5IFLLNKFEKNNAY,2866250839,2866.25
RGJ6KGBISBVMEIS6SJKNXOFHEQ37RMPEVG2F5PLPF2IMNBOP6RMGM3DOQA,2865380986,2865.38
4PTMF6U5WMLFJ2ZJLBFJP5UNEGUWPXWQEXEOKSKCGRFZ7JPTEBIDJMDHJ4,2864838204,2864.84
UXRJPBNFSORWQLADTIZ3ZD6OEM4X7DEDV34TGPLYMI2P47T77R7NOQUIIU,2862520737,2862.52
S5RYLQICTOUYHPNLXH7YH32NUZC23KB42TQMYOCXCLXPNFF6VEYTU5ECRA,2861369626,2861.37
FLASYTU6NKIZ2F6CIIUUCXMEKXQRGZEGBGBS5DCRWO5KIZCJGLYM7FCQAQ,2861000000,2861
5AKN4FC37HO37AYG6WDHQ7VGWNSSCPVNJS3I3BBDVCPHAAOHWB66VIQ4GA,2860993885,2860.99
O23IOCJKAEBHAGJUDULVC34IQXPJ7DZG4SLGU5DNREUT2I2FNVW7XREGXM,2860703780,2860.7
763L7T3UYHZ3JF45Q3FG4EHY2T3PMYS5REHAIKS6UQKH5ALX65GFDCBLMM,2860000000,2860
EDDJXFYVKBIW7OO3G6DO2LIYLQ2PBF3S53REZXX7LHIY3SGMZMUKGBYKEQ,2859000000,2859
BOIRF7WB3FE7XG2XZDA4MOIL2EJBSMXZ7HBNAGVUOOH53UD6E2FOV5LJQM,2858423415,2858.42
WMMQVM7CT7UPCIV6FDRUAHJ3RW6FQHGSM2H3XUFRV3TKO6HURCKATXTCSM,2857814947,2857.81
R5TJNVU4XPKRGMRJTOWDNBWJNR6OAOQBBKCZQTRXQX7DR7PTO4P2TJOBPE,2857000000,2857
IK3UKW32QTQVOJGQDPHCNTJ5XUXHN5THBPBCHYPEN7WFMUAFMS2DWRZNKM,2855000000,2855
6ZBNJLYIVFZMTRFQ7NL52TM4KIXKBSWVFT476CIIVXFJ5K4IFIIBD2E3N4,2853479050,2853.48
AHTI3A65BQ6B47CWIUDK2ZLTYIYIBD2XCKFG7KBWW45XSSMH5YID7XNFCU,2853021536,2853.02
AJGNUIQWQ75F5CQIZDSSQHQCLWGBHKVQ7NC3AKEEV4V6ZC5SXNA2YCPJWY,2850000000,2850
BP2TIEEFWH4YBFZSQNSL2UVCNMC53Z6A4SY7YN6GTQ755O2U36LAIBG6U4,2850000000,2850
CFN7GFJHKX3THZF2IVNZMHL6B52HSSCKDU7CYDEEPJ7YXE7QGCOUMW554U,2850000000,2850
IRNVKF3MZUMSS6GRMIBU2MMNJCNXUC3LA5EODSN4E63BJUPPHUMUUXPTMI,2850000000,2850
PATV3YXATSH4623FF4HAAEX5UHRLLBTJMXTRMYBA5555JC2CFCTEYM4YLE,2850000000,2850
SK6ZZEL3TZBFOCYPYFYAAUH6FH7ELG7AHBKGWQMGTJMIY4UX7XCPX4VHKA,2850000000,2850
UQNWPS7SYTUZOPX6MOK53P2LKZGKSM76YEC7AXI7KJ5S2K2DSSSR44U2TI,2850000000,2850
7ZR4CHEARQC7442ZDEXJYGI37H2PVFAHTCLR2PZWJL5DR2XXP5IKIPQOCQ,2848488507,2848.49
KVWI2QCBTAHXLDWRG437WTXHVCNLC76UZTXXTMOZWH4BTEVIZA4WWJNT7I,2848074480,2848.07
NVL55IVIYWURCAPMI2SIHOQ4ORKIPVLF4XSDK7TP5BBJUI34FHK3IGDF2U,2848000000,2848
XVUCB75RJWCPSRXYVMR3FA3JIRK7TGIEENLCO5UQGLOUN3ZHVZMV4PLVOQ,2847343256,2847.34
E7XHGZSU6ISSASWJDDBDUQC5LSUBJGQBMWLPGA6ONVUPWNIN2QF2AK7BZA,2846558826,2846.56
5PCTUW6RVU7J3H45M7F35MYPSKZM6HJCRDLJOZKWDX2RSW5QU3N5OFI5H4,2844032805,2844.03
2GIVNB66SL6XNHLEK3PQTOOP5JNUZPSX7TUJRT3TG64KFFYN3FD4BQO4Y4,2842996000,2843
GLUHM4C2WACBBCSBDJL3URV37GPTNWGWIBXRMFUQR6SJM7VHOMSZSZ5H5U,2842287783,2842.29
N6XTMD6FZBJV5KYBX3KHF27U57TCQ7UTRQVW2U4YZK4TMCY2PNZF7XKR7E,2840000000,2840
PGKZSBM2STCI24S2VTNIOAIU3BUQ74ELWBNNKC3WDCS4IGGSBAZNG624Q4,2839361682,2839.36
Q7TCJM3RAURHFV7VPAO6KZONYCOVGV6AHHJIJW6WCDJ7KTQBSIEP2EA4AU,2838835263,2838.84
OHVLTM4KNNTKVVAL57NZZX74HITONTK6X7P2TPFTQ22M7QA7FCEXZY26FM,2834759844,2834.76
Y4DNZNM5C3F5WA36DQSYQTPHE6Z6NQDH3RG3QKB6LDNX3RM3CG7EIOWDAU,2832479503,2832.48
FOVDR5MBAXK66WSLPCQWAPYHAVMCXRPWABELX2S4HKEBF7KXS7M4WSRVGE,2832308743,2832.31
VVHQJQHY3GQ6MQFRXTAXEGNGOKV6GVVMM55VM2U6VVNXZZ5J427DORSGRY,2831266485,2831.27
IZNDMPA7WM6LPH4XR4NOK5QGEJNBJAUIZDKD4QYFSOMUYVV6UQ37HO5WEY,2830000000,2830
6ZCZ4UAG5C6OEDFY4CH2BGFN4DMLPQQ7J2MNZL73ZGHZZIL5LK6XJRVXXU,2828000000,2828
GVHQQG2XPL7O56GT6UD2LMCW3SEXZR7BCTAIBOZ5XZYCTTU6RTIVDJEGEY,2826854646,2826.85
VH7P7FSH6Q57KWEBSVROUKTUVJ4VVLTMZB3LPCH72X6CTMCRYP3VURXFEQ,2824000000,2824
MNVRDFBIY37LM26AX3R7BVML6LTTGRWR6WJKZTKGYCQRM5NYD3GSBAN7FQ,2822945491,2822.95
NYBFDXLOZZ6KMKFXRKKRVG7PJ2IOMQQRZWMWK723VHQGG6JHWUKZDJYMLE,2822593736,2822.59
2ONKIRXUR3EFSAB3EDJQYI474KW4OXTPRUDW4LIKAX4BDYMX3U6DMWZED4,2821941025,2821.94
R4GBJO3NMAU3VZD3FJ5TTOTGBE3WMHZF44GFQUTIJBARFPJQG3W6VVXBDQ,2821742213,2821.74
6EID7MSNE7UPNXB5ESJZSSUUZTFJ7A6QSMLKHE5MPKTUXN4FMPGFE3ACXU,2820000000,2820
U2YANY45XFQQ3YNWQWB2JQDF5DJUBIKDK322NRDZVC5SBX27TLCDYN5WQ4,2820000000,2820
WGBLXC43ZQS4DYQVJ453EJQ4WAUDOWWTZIHEEAQS2XPXKFBHSLCJGWBE54,2819407139,2819.41
K25WZ53UHRBFFZLQKGMFULASTG2BUEMJJSTECIZ43GSIR5CBUQ7RUUDTJA,2818611679,2818.61
5MQLECKLCTIJVEOICF3YO4JXR7SOWL4MK34EENBEOVK53TYW742L23WVMY,2817472198,2817.47
JS3GRFGMFPVLKCA7TJGAYYXXQTC3BAHLDTYTLDMGKV2VGZEHRRQ46NZRXU,2817100891,2817.1
CSD4XF2SEWA6YYEBIB6E6U5GSP4AAYBX4J6ACPDPPKWR7TVO4S43DRUXHQ,2815816298,2815.82
BFF4KGIWKJB3H6R36N6SGSSV5XTA6EG4CLS4Z5IJLALP57MAUW3DKVVOJ4,2815096775,2815.1
B5LZEWR2YVYUU5XG7HQ6QU3CI2LKT2YHAV477WIJH2XZNQSX6SXT3LJYNY,2815000000,2815
HMHJGDW55J5WM2VRREDMM6CJC3BJI6J5K4UWBNM3RWS7G5IAHERWFNBLRQ,2815000000,2815
2JCXXNVKPFKQXL5Q7RBZAGLD5YO3Y47S5ZQGH4HATAELH2VKRIGUIJL6SU,2814917541,2814.92
JXWI5OYIMJNKZDDZGTRLEV3WZFFTW6NIMQS75UEEG3R5H2SO5HOYMDMZSM,2814748218,2814.75
WZAHAA7TPCHICTRUDUAKDDQZUW2RJBT7MHKGBAQSJS3FFYRCTMNCKJQTC4,2813131750,2813.13
WVUWZ4K2DW3QLX6PQKZWNGUITA5WUOI2OOQ4WRJDTRTXZE23ZZN5QGPDTA,2811657391,2811.66
PSG636KWNZ5WFZ7OGVGDSN22CPFSNBAJWMY3DL5I6IUJAIGEPL6ZQMLKZA,2811424255,2811.42
6S3RJMMSK5BOOOCOCE47FZE2JK7ZA765WG36XXVTLRIMP26J3YBX6QT6YY,2810350985,2810.35
HODLVMTERKE575Z43DCHCASL6WZOJ5KA26OSG5NGJB6VG25HY3DYYBMV6I,2810100000,2810.1
ZLSAJ7X5GVMTQRYQXPPQCGKUJMIZQR2NQSAS3HIAIASS64QNNEA2OF7ET4,2810062563,2810.06
K3WXEPLXOJV2F3CPMNFRMU445XUSOUD2IDPGZDZ5CP7AG5NCUUGWB5PUVY,2810000000,2810
AUF3HYEVGHYLD5PEQBJMKY7VSZD7TLJOBIXPPT7VNRHXG3QD5HPRQUPTHI,2809100835,2809.1
PHFSASDCASA2DJWA3DUHHLPOFXWVDHQA6ZJZS7QZLARHP2RJHPIZ4YFD2Y,2808543306,2808.54
WTAOS6QQNZN2BZ6RDQJAXXZUUFLSU5SA2OGGNCPJQ2OXGGSHZJICVNTOWY,2808373462,2808.37
64TIZWL433H2CBEHSPNJWSBXMBMMVFFUMGGJORYZM5JPCMZWFKKCO3OXSE,2805332166,2805.33
QJOOTXMXHVZRRZXILSSAQWDZJYVXDL6FU3FPU3I2P426QYC2DPNTQWXK3E,2803449065,2803.45
KSCBS4PCKSWCSACRFB3O23KL2S7LHNTKN35X7RIKSQOSNHP4FQCH7WMBEI,2803094364,2803.09
BT4AI5LVWQAOG42T6I2W4APKSZ5OFOS6AXFZN7ANH7ZJUEC6WKXAZT6CCM,2802629172,2802.63
I242C5BBD6V6M7R5XGGZ6YPL4MAHKL5YELTXIATFTQFMNWFRAHHFV75JUA,2802000000,2802
IE6WHYWEO6XNCEJNUPJRC6IDVOTMG34I4UXAWZKEDQMYGRWOZO4DL4AHRE,2801566404,2801.57
7JJU5SKLXV5DOU3VJ5KLJAS4TMOAYLNOAJJ5S4S537SUKJUAWXX57W3O3E,2800272330,2800.27
ZFJFHSVB22GDKZHWRGJ4NX2AWAAQLGLFK4M52IUF6RK7QH6ESR6JOVYO5A,2800024481,2800.02
4QN5NPIQU2KRCFMUACL2BCPPCQ5HZK2DCLHOF3WOVQ4NVA3IZI23O5ENIY,2800000000,2800
5T3F2UMJXVOI2XSNQS2WB6WD3RNJUUMZOO4BIU72UHJ6M72EKMYCYCEYZE,2800000000,2800
6EK4QBMFPMDEVIYAZNEAFQ3DLUXB7EDX6GSAS2W5ANZSMSGUTK6GDZRVVM,2800000000,2800
6LOB6S532SI22AKSXGDLXAF3VC34TB3EGUFNT4ZY4BDI3DJ4AEDGRVWRME,2800000000,2800
CXS4PSETNSBGP4YLGLM4DYAXUE5IOUEFTUMYZPQ6KUT5UK4FWR2S7XXYKA,2800000000,2800
EJMBGVTKBR5MWYJK63JXCPSDZWP3MSJMXSUWQBXXQNT2UEFN35TAWWLBM4,2800000000,2800
EZ33XQEQXSGFZRSN7PDVVFXMWNALLSPSFUYXUKEAKG7IGT4BHJSX7U4P2U,2800000000,2800
H6YKPLIWNMIOUM4V46TL5ILSILDUJSVSM7RUEZXJSYNZ33MYA3FMZI67GQ,2800000000,2800
HZD4SBYN6U7MNEOM27MLZNFQM2EESLEQX22CIVMDUITUCF7VKQZ3YDVPNE,2800000000,2800
ICMSBN2M3TJLNORRMNGXW5CDTB2OBT5XTWITYSPKRJMNMJZF2YJL335G7Y,2800000000,2800
INUN6CNT7SQSZ6MN5RUPSFM2L5MRLCU32U2Z3DAKAF7RUCG6HEXDYNLZRY,2800000000,2800
JRYUOUHRHHWEDJ7UZU3QYMJTMR277CRWKJS4AXYU4PCL26NK44SCYSLTR4,2800000000,2800
MNPUKBJPOWUBV2Q7DAFX2N6ZHFDPGS3MMYM5PT5TVSFWT2OBYFQQUHX2PA,2800000000,2800
QQYYK63A74C4OAUOHZ3CFSYRY7DQYTBFTMWWG6CR2V7CRZVS3TR3AUNIH4,2800000000,2800
QUF5MDEPW6VWCKJDB5HERB5QWRAAYWSCCP6KRJSNSRBJQ3V2KIGZHBKOLM,2800000000,2800
RLLRY4LRZLROPRSGUIXOORIYXOIRS5FGN64VNNUTKITZNZN4VEL2UXG3YQ,2800000000,2800
UMLNJHJGGWVURVT4XW3KVLQRG3VQ3MGEQ5NRAHMN7WLV5T6HRIUTWJXEVI,2800000000,2800
WW5HRZPY5G6VXMXEOKRUYZ72IFJNIOKFMR4NIZCKR7TLN6IIX4EI6SMRUE,2800000000,2800
XREICILNWXKGH3DJXJAFPNQ4WQJD727JJ7YMOYQYOWYJIJHBUHDELVMSBU,2800000000,2800
Z662OHEL4MCVDKX6SM32OYCJTOM2PXU7X3XGETRTUBJWFPP5FWWNESLWGY,2800000000,2800
ZYWKJ5JF5RXVGMNDWZ6DRRUQJ2BPCKGW2YD762AVW3MYPS4OM3JTUUVDJQ,2800000000,2800
27GBU6A3AL7VJ262U2SBPTXOO4Y3KIMNQJLKSJA6RIHOTLRSCPJLLCGSYY,2798969675,2798.97
KYEGMFJDDVKPVGYASTOVL47Y6ICIJOYCGNO73LDCAEAIWFC2YAA6HJMLSA,2798729300,2798.73
SRTPASVI54AEGLZSUQ6JL5Y5GRY5EVKMVPDEWW323ITJN37Q2GCL5KEL3A,2798295000,2798.3
47UG4ZBUC35LAQCQHF4BTZHEAKKT6QW6DR5DW47HJYQL3XQ7I3BUMEOIRA,2797690829,2797.69
2JPPDOHPGVQLBCJU77K3O2NH2IIR5WFYPM4S6XI4YAVRCWOWNPEFHUWPJU,2797234597,2797.23
JJRE5JABL635Q4APME7M7VUUJT5CE3GTWDFHISKG76LOBZSPM7VXCJV2VI,2795000000,2795
LHRSQ7MG24H6657I3LE2OY5DIZQMOKHO3GH353UE6Z2BGMNWBTN4PM6LK4,2792820160,2792.82
PRDDD4477XUEVLUKFZRPLTNDZCRNDZQO5GYXRC5I2CIA57LBMQYKKH5VJ4,2791913752,2791.91
44EK4YT6BQ7WHUXTTEVJPTHOUS3FF5PRO24G547CUXYVM7U4LLJ4KZMY3Y,2790000000,2790
GRZ5RIFAFVQ4FBQ4GW7CZ2C7C3DUUJNFK5YHB5FMBPPS2EWVBHSTGFKII4,2790000000,2790
LGLDBS3HVG22KFTQCLDV54RNMSYJSZAS4SJWKJJ633RF2P4YXEFLFUKIQQ,2790000000,2790
MGOWFXB7PLOUGYFK5RZTSI7UFXNSYGJPPALWFXLTG2M5QTKMD2AOHCB4YU,2790000000,2790
S3UDGQEJEAD6HF7POD65D33Z7BYELIC5CGP5LHFBXR77MG3WCFDIIFUX6E,2790000000,2790
T4TE4XFCCFYH2D5WOWRLBQFN53XKTDSBA3IEZGILODCOJ2CPMXE3VVRZW4,2790000000,2790
XQDFD5TYZAQ26X63RARP5FOOJVZ4QVQOF2UGLEJXLOXEXOSARRC2VA7CUA,2790000000,2790
PS3VF2WVJFFHEJPIXW7MBGJ6ZGSTWT7WDUFADPVCBG62AUZ25NSSESHIEQ,2789497813,2789.5
Y7QD6NGHKOLYLKDMA77P4EYOACKUSWDGPTAAYBM2IFQM4UDVAXDOM5GJLA,2788380692,2788.38
SVYGYNQQ5URWKVTJJHKSINFGWC57RZH3WV5R3GAELRGDUM6VY5VJPCHYDM,2786467179,2786.47
Q2YUZR6OFETZUB5FG6H34CJOQZPYGGJ7WPLKWJLMXMXKB5UNWRS62MAT3I,2784201007,2784.2
QXZQKBOEMXQGDI35HMD4JQPNZOKVCNP4COGBT2UPFTIWTVDBFARKOQSSWM,2782970294,2782.97
LSDUV674BOIDEIXLFQ2J3HB5D7D22I5X4OMCOQQE5SXMSUOYV7ECGVW3DQ,2782119178,2782.12
Q6JUQ4S7TQAICILXSIP6BRRNFQAXFYSX4RIDJW2L3IE6WJRCFH2PZMFMWA,2782120542,2782.12
RBP5P4QIJ3AVDYMW3HECTGA3FK5B776LWA3EYQHDHMLE74FLOKMA7RQLOY,2782000000,2782
I54FGIUGU2F5U4ZRV2QPWR4YN4DX2TP45HXW6AH2G3OMNVUJJHZAPNAUNI,2778789091,2778.79
2M6MJLDAI35A5ZPEPQWYCBN7V376MOSGMMHJXBXNWECRR5RDSR2I5GPN2A,2778247864,2778.25
DGNCEQDVUDRXWTKGRHRF64ZFWIFE5XZJEWWF4LOOKMCAMYLYPQNHBGWMGU,2777996706,2778
X5753PLVXO3JZ534M4IVZGG4OJJZ76G62L25I2KXXHE2LREYCLM3WCYQDQ,2777000000,2777
RHMU7T4OC5TXDFR2HPANFKL5LJUL7KNJMPFCHNHCMAK3PNEKFEN4H4UTNI,2776251377,2776.25
YG23UNSGK644YFGKK6EZEZ2MIMHUNUH6BEA5IN4FCUA4GFYOIHCFUCM3IA,2775803603,2775.8
AK2MIVBNQLUMMDXTRJUJD7YHH4VPRPIDWDUF2LDWYJULBXJDUO4Y6PCONE,2775000000,2775
C4MUTMAKYMBSOVLDF2OZ6N4H7NST6ID3ZXY7E2JHMCFNMHTGKMFVKDRZJQ,2775000000,2775
DBQHPIRWUSQI5XMDKD5AK6HBHBMEUEOO4ZIPIIHJCZYYODFGL6ZD6P2HGU,2775000000,2775
D4ZEUOHFZYWEEGNEYFLUVGHKORFKS5JTAL6FCJJEMNWJQEYDLBJU24VANE,2774841435,2774.84
4IEBOVUJUSMACPRWNQ5XUD4ELGTTMI7KAZ7VVEXEIHXI55TR774Y7M36MA,2774185801,2774.19
QM2YMCGROEE7RMUTF3VNSZ737TXWTGNGFLS4LOODEW5MMIBGQIRFAIMGEM,2773501263,2773.5
VXADZWJQZRWJMUB4LTNE7RUH5JN5TBYOHDWLUYOTDFRXW2PRJ6XTTM22CM,2773366773,2773.37
ITQTTJSG43SJCISGZYY3AUW3LDOH7VT4N5Z6LMOYA5VMAKUCF6VI6O53XM,2772404452,2772.4
OTWCXCLKHYEXNAFNGRWJVFK6MMKMY3HTO6W7PM4GYXCCM5RZZX7NDGW6CY,2770843651,2770.84
ZE4Z2YHDEEXITTWEFT7Z6A6OCCNHNEO2DM5QAHTQYUWCESYFV74D3KJBMA,2770353126,2770.35
E7CBCLZBUNEN3WV2PJVY7WKOYOECVWGDOYZISRHYTLYWQYUOWMT6JTNIUM,2770096117,2770.1
7TQNY5464YX3YXERLDYIBTP4TSOE34VRH5ZGX4HM2JMUQTHLKEAKBFZL5U,2770000000,2770
BFI4PA4HE2GV4N3WTKQHXZWJMDIS4UVQCB2SED2TFTSVS4TD6HM6FFY7HA,2770000000,2770
EWPVR6HDTWEMCTFY5MWYHY2HRJ7WFAAVZQOV7AZAULCQJC5Q3U3KKX4GDE,2770000000,2770
MAV5N3SGSG5YQPPXKEHF5C6636BAJQ6KBH6FY5VARYOBS4NBX3BOGO4WYU,2770000000,2770
YCFDWHGW75TJMURQKNDHMCZ47VPWT3GIKDGZF7IKN35GNWDJXNZSML7AYQ,2764900870,2764.9
LZDDG2U2JFWOHZ6LMJ4XQMZMNBL3TKV7QB2JRGDFQBLC6HCEPDH2QM52TQ,2764293984,2764.29
ZYRCOMIHYTOWVD6JTZWCEKRRZOARXI3UKAFNUGJ7F73JIOKPUG5YNCCQGY,2764256411,2764.26
W4GJG3OZVSKPZTZU26BPADYPOU33TBVKBHN3BH5G64SKG4XN542E2S4AVA,2764000000,2764
7WHS5N36GK6VQQ2NGJVLRSP6TUS5PFQ5UI3H7CPOUI232E4MVFQXATIJPA,2763000000,2763
5PZEJQPMV6L6DQIYFCRACHKHG6E7SGIBC6EDKPF2FOCHNRJPKS3YA55LHE,2760498680,2760.5
2LQN2I4AKQVTM75PNNSZYGMQKW7GA5T6P7MCNJMUQBKDP5V6Z43XRB3PDQ,2760000000,2760
GHFVVCAKJRG7INJLFRHZIYUR4LU7CV4S3ZH4NSCQEZUWWBPRDCK7GW5HDA,2760000000,2760
N2ROPLAENFJZ6AR43F6AGJ3QFC5WDQ6ONUL2LYQL6VLEH3AKTU3EPKVS7M,2758489133,2758.49
GPNX3MQUXOVFIJW6E7OM4Q4QC6SPRF6F66N6JG32GIY4KLMYXJTEJ3ILE4,2757816770,2757.82
U2PBLCHBEQJBTXAC2UHFG5DHGUQS6SDPBP5P52NH3ESQ3FXWDDS4X2ZEYI,2757565474,2757.57
NI5TUVHK2KDMJG3CO4LE3YNF7A4DIGIJW5XFCMEHRPSHY444WWC4KL2TZI,2756158880,2756.16
VYNO4PRARUDZY5BHSLPLJJQUKAT6DCZRM2PAXICWVYYV6FG2X4RGL3SZNM,2755500000,2755.5
23C7G6SEM7LV352PQULMT6RUUI24I6663C4OJ2LDPNUUL5JV7NIXZS4HII,2755000000,2755
RQ3IQREEWCHE5G5OXEDT77LO2P6OXNSALYFK4NUYLEFQEPN7VFIJ3ZR3KQ,2753200547,2753.2
4WCSTA2Z7GMYVGPJNGEHUZDNIXP6TU2MQYIFEUH33CKYDZBJRPYNBTNFAY,2753000000,2753
7WBVZW4PPY6P3NGT4EIWNYIKQBQXIUJRZ4OC7PCVWLNIGP74JUE7KO2X44,2752813354,2752.81
5NFIGPU5UVGADHIQQRDAX7Q6XEIPSMQ3M4Z6HI5SURRGYEB4WL4AJ6BHJ4,2751727139,2751.73
KBW6SUBWN5SJ7VIKHUGPENNJ2TLYUQKJOQRFR2NUI3UAPHHWDS2L6SKXN4,2751121112,2751.12
5SIJLF2FAOT4QY5T6PRJAKMYVILLPFPXVII5XCGM5SZAEZI6ACQXICHPAI,2751068858,2751.07
QJSQVHW4Q7JOLDP5ORYJGGH4KQ4F6DOODJJPFMBOFAHOOFT4UYUYVE4LWE,2750985553,2750.99
7B6ZX4NW4LSLG4NBZP7WTDGFAB35H7BNNKD3ZIDTJJSSVBEJTVYTZSNBAU,2750000000,2750
HOECMZYK5WE2XS4UH3M5W3IMX37KIB7NQVYP3APD2EPTQZ3M2D6XGUGGIE,2750000000,2750
IO6FDO5XMXM4BXXHJXMPEGBD6AAPWS6ZXAI3FK2M67CBNN44MWKLGQAK6Q,2750000000,2750
K2QBMKNDXQV2AKIMMH4VPM7ACG5RIE4KU6JDSTL6U6DGOCLS6ZAZGGQXPE,2750000000,2750
LGXBNYSEYS2VES3L5XAOE7WRVKGUMMGCUERRQLIJP5EWJ3GZPQDDNIK6KQ,2750000000,2750
N4UGCT2YS4M2QIZW2NWEJM57XG6BDB2RYJO5TBR4RGTAR66VKXYYTLLDJU,2750000000,2750
P7MW2FJBNYRNN4XNOGZDTYPANAKNKSMC7N6V3S2A4GGFE3TJG3454GBROY,2750000000,2750
RUPWK4WTINEHJLVNLOGJGSPEU6RHKSHWFWUZDXMVUIHOXBDHKNHRHK6XHU,2750000000,2750
STPFYYL6PE2R6S7PTUVXN5XDJAF6DGYWBV6LAM6H4UZKJJ5T3MTARCQIV4,2750000000,2750
U34SON2D7OJUXHBD46NT3SX42U7M5YL3MSIUBJD4PO2DELEJRBA6J5UHUM,2750000000,2750
V524MQJNOXO3JVA6EF37D5ODT4BRFML3QIFTIOMSALDLMUPJOVA564ISEM,2750000000,2750
YG5SJOOZLEN4YWM5ZNREAPRVUSZ4RJIAHNHEA4C7BU5RTHWKHFRIPTN7YA,2750000000,2750
KHJTCQZRJOOWZ2NHWJNYJ42PUF3Q2BRXSH4EKP4HVORRMNJOYO22FO6U6Y,2749180000,2749.18
ZX45XZTBZ2LOJYTQKB6PGKWCV5AELVHJ3UV5BXTYV7EUBGO4M7DQTH2TZI,2747395893,2747.4
CG6FICEDSIFSFRHQZ2YPIT6DQ2X2NITHVO7G42WALBNCM4FG5ICVF24QKQ,2747106263,2747.11
Q552ULZLQOUB5OR5W2QD4YSQQXD5CR7U6UDQSIQGLLG72YD247YZESBALA,2745933501,2745.93
LCAY7S2AMIBITC6MHJCFBAQXVLUUS2KQ4THOCQ7DSI43OSOYRDGTBSOR5I,2745429529,2745.43
S5UMESPS33QXNFHBLKJ3CDQO27JOTUTE74FGG275IAQQYIGQPQDQ6E2GCI,2745000000,2745
SFVJ6T44IQPBV4RNPO5KM7ZRVUJFHSMWA4JAWBZKYAX55QRS3QGQY7STSY,2745000000,2745
XHX37IFBDMS3V7XGGYHV7RSNZ6TDZM7DXUBCTXNFEONHZEW7O2HONEZRIE,2743975812,2743.98
5CUE3SPEIJG336VJAXTHO46R23DKWWHJPMULZYQNB6234KFDLMOYH5SRVY,2743044837,2743.04
6HVI3BJPPINGEB2CGB2Q6CLINFF7HXLJPPURHRJUA7C7S2OSMFJLNQ76N4,2742639278,2742.64
KONBEKZI2I2FGAC43KJ4F7EXM2L5ZKJ2KAJ6ECI3Q2LZHJ4HKJ3TFZJMRE,2740663506,2740.66
